x,y
9/13/2011,51.59
9/14/2011,52.2
9/15/2011,52.51
9/16/2011,52.65
9/19/2011,52.45
9/20/2011,52.29
9/21/2011,51.32
9/22/2011,50.28
9/23/2011,50.8
9/26/2011,51.83
9/27/2011,52.03
9/28/2011,51.31
9/29/2011,51.93
9/30/2011,51.9
10/3/2011,51.96
10/4/2011,52.88
10/5/2011,52.65
10/6/2011,52.75
10/7/2011,53.7
10/10/2011,54.81
10/11/2011,54.72
10/12/2011,55.2
10/13/2011,55.02
10/14/2011,55.46
10/17/2011,54.78
10/18/2011,55.89
10/19/2011,56.25
10/20/2011,56.37
10/21/2011,56.92
10/24/2011,56.78
10/25/2011,56.71
10/26/2011,57.37
10/27/2011,57.81
10/28/2011,57.15
10/31/2011,56.72
11/1/2011,56.23
11/2/2011,56.86
11/3/2011,57.42
11/4/2011,57.5
11/7/2011,57.94
11/8/2011,59.32
11/9/2011,58.05
11/10/2011,58.13
11/11/2011,59.2
11/14/2011,58.89
11/15/2011,57.46
11/16/2011,56.68
11/17/2011,56.73
11/18/2011,57.23
11/21/2011,56.66
11/22/2011,56.85
11/23/2011,56.64
11/25/2011,56.89
11/28/2011,57.25
11/29/2011,58.17
11/30/2011,58.9
12/1/2011,58.61
12/2/2011,58.09
12/5/2011,58.34
12/6/2011,58.78
12/7/2011,58.51
12/8/2011,57.98
12/9/2011,58.32
12/12/2011,58.09
12/13/2011,57.6
12/14/2011,57.65
12/15/2011,57.95
12/16/2011,58.27
12/19/2011,57.78
12/20/2011,59.19
12/21/2011,59.39
12/22/2011,59.19
12/23/2011,59.99
12/27/2011,59.83
12/28/2011,59.73
12/29/2011,59.99
12/30/2011,59.76
1/3/2012,60.33
1/4/2012,59.71
1/5/2012,59.42
1/6/2012,59
1/9/2012,59.18
1/10/2012,59.04
1/11/2012,59.4
1/12/2012,59.5
1/13/2012,59.54
1/17/2012,59.85
1/18/2012,60.01
1/19/2012,60.61
1/20/2012,61.01
1/23/2012,60.91
1/24/2012,61.39
1/25/2012,61.47
1/26/2012,60.97
1/27/2012,60.71
1/30/2012,61.3
1/31/2012,61.36
2/1/2012,62.18
2/2/2012,61.94
2/3/2012,62.03
2/6/2012,61.88
2/7/2012,61.69
2/8/2012,61.62
2/9/2012,61.96
2/10/2012,61.9
2/13/2012,61.79
2/14/2012,62.22
2/15/2012,61.76
2/16/2012,62.04
2/17/2012,62.48
2/21/2012,60.07
2/22/2012,58.6
2/23/2012,58.54
2/24/2012,58.79
2/27/2012,58.46
2/28/2012,58.93
2/29/2012,59.08
3/1/2012,58.82
3/2/2012,59.01
3/5/2012,59.4
3/6/2012,58.96
3/7/2012,59.86
3/8/2012,59.77
3/9/2012,60.08
3/12/2012,60.68
3/13/2012,61
3/14/2012,61.08
3/15/2012,61.23
3/16/2012,60.84
3/19/2012,60.74
3/20/2012,60.6
3/21/2012,60.56
3/22/2012,60.65
3/23/2012,60.75
3/26/2012,61.2
3/27/2012,61.09
3/28/2012,61.19
3/29/2012,60.82
3/30/2012,61.2
4/2/2012,61.36
4/3/2012,60.65
4/4/2012,60.26
4/5/2012,60.67
4/9/2012,60.13
4/10/2012,59.93
4/11/2012,59.8
4/12/2012,60.14
4/13/2012,59.77
4/16/2012,60.58
4/17/2012,61.87
4/18/2012,62.06
4/19/2012,61.75
4/20/2012,62.45
4/23/2012,59.54
4/24/2012,57.77
4/25/2012,57.36
4/26/2012,58.95
4/27/2012,59.03
4/30/2012,58.91
5/1/2012,59.07
5/2/2012,59.01
5/3/2012,58.99
5/4/2012,58.7
5/7/2012,59.19
5/8/2012,59.05
5/9/2012,59.03
5/10/2012,59.19
5/11/2012,59.42
5/14/2012,59.07
5/15/2012,59.35
5/16/2012,59.19
5/17/2012,61.68
5/18/2012,62.43
5/21/2012,63.04
5/22/2012,63.73
5/23/2012,64.58
5/24/2012,65.07
5/25/2012,65.31
5/29/2012,65.68
5/30/2012,65.44
5/31/2012,65.82
6/1/2012,65.55
6/4/2012,65.99
6/5/2012,65.5
6/6/2012,65.93
6/7/2012,65.87
6/8/2012,68.22
6/11/2012,67.53
6/12/2012,67.72
6/13/2012,67.07
6/14/2012,67.63
6/15/2012,67.75
6/18/2012,68.12
6/19/2012,67.81
6/20/2012,68.52
6/21/2012,67.7
6/22/2012,67.3
6/25/2012,68.18
6/26/2012,68.58
6/27/2012,68.59
6/28/2012,68.3
6/29/2012,69.72
7/2/2012,69.35
7/3/2012,70.75
7/5/2012,71.08
7/6/2012,71.36
7/9/2012,71.76
7/10/2012,72.11
7/11/2012,72.26
7/12/2012,72.31
7/13/2012,73.18
7/16/2012,72.98
7/17/2012,73.1
7/18/2012,72.85
7/19/2012,71.53
7/20/2012,72.25
7/23/2012,71.85
7/24/2012,72.14
7/25/2012,72.08
7/26/2012,73.67
7/27/2012,74.52
7/30/2012,74.98
7/31/2012,74.43
8/1/2012,73.62
8/2/2012,74.05
8/3/2012,74.55
8/6/2012,74.28
8/7/2012,73.99
8/8/2012,74.31
8/9/2012,73.85
8/10/2012,73.68
8/13/2012,73.4
8/14/2012,74.01
8/15/2012,74.45
8/16/2012,72.15
8/17/2012,71.99
8/20/2012,72.3
8/21/2012,71.43
8/22/2012,71.77
8/23/2012,71.56
8/24/2012,72.11
8/27/2012,72.5
8/28/2012,72.41
8/29/2012,72.77
8/30/2012,72.25
8/31/2012,72.6
9/4/2012,73.51
9/5/2012,73.55
9/6/2012,74.81
9/7/2012,73.82
9/10/2012,73.51
9/11/2012,74.06
9/12/2012,74.07
9/13/2012,75.14
9/14/2012,74.5
9/17/2012,73.99
9/18/2012,73.95
9/19/2012,74.37
9/20/2012,74.75
9/21/2012,74.45
9/24/2012,74.74
9/25/2012,74.26
9/26/2012,74.19
9/27/2012,73.98
9/28/2012,73.8
10/1/2012,74.05
10/2/2012,73.75
10/3/2012,74.2
10/4/2012,74.72
10/5/2012,75.13
10/8/2012,75.25
10/9/2012,74.14
10/10/2012,75.42
10/11/2012,75.01
10/12/2012,75.81
10/15/2012,77.15
10/16/2012,76.91
10/17/2012,77.03
10/18/2012,76.56
10/19/2012,75.62
10/22/2012,75.65
10/23/2012,74.76
10/24/2012,74.82
10/25/2012,75.32
10/26/2012,75.11
10/31/2012,75.02
11/1/2012,73.45
11/2/2012,72.77
11/5/2012,73.14
11/6/2012,73.76
11/7/2012,73.11
11/8/2012,72.48
11/9/2012,72.31
11/12/2012,72.48
11/13/2012,71.81
11/14/2012,71.31
11/15/2012,68.72
11/16/2012,68.03
11/19/2012,69.02
11/20/2012,69
11/21/2012,68.89
11/23/2012,70.2
11/26/2012,69.91
11/27/2012,69.5
11/28/2012,70.56
11/29/2012,70.83
11/30/2012,72.02
12/3/2012,71.34
12/4/2012,72.12
12/5/2012,71.65
12/6/2012,71.59
12/7/2012,72.29
12/10/2012,72.15
12/11/2012,70.89
12/12/2012,68.94
12/13/2012,69.04
12/14/2012,68.75
12/17/2012,69.2
12/18/2012,69.5
12/19/2012,68.52
12/20/2012,69
12/21/2012,68.65
12/24/2012,68.57
12/26/2012,67.99
12/27/2012,68.19
12/28/2012,67.61
12/31/2012,68.23
1/2/2013,69.24
1/3/2013,68.8
1/4/2013,69.06
1/7/2013,68.4
1/8/2013,68.59
1/9/2013,68.57
1/10/2013,68.36
1/11/2013,68.63
1/14/2013,68.3
1/15/2013,68.98
1/16/2013,69.21
1/17/2013,68.85
1/18/2013,69.2
1/22/2013,69.58
1/23/2013,69.49
1/24/2013,69.79
1/25/2013,69
1/28/2013,69.35
1/29/2013,69.89
1/30/2013,69.75
1/31/2013,69.95
2/1/2013,70.49
2/4/2013,69.63
2/5/2013,70.77
2/6/2013,71.31
2/7/2013,71.23
2/8/2013,71.48
2/11/2013,71.4
2/12/2013,71.4
2/13/2013,71.39
2/14/2013,70.82
2/15/2013,69.3
2/19/2013,68.76
2/20/2013,69.21
2/21/2013,70.26
2/22/2013,70.4
2/25/2013,70.44
2/26/2013,71.11
2/27/2013,71.66
2/28/2013,70.78
3/1/2013,71.74
3/4/2013,73.26
3/5/2013,73.72
3/6/2013,73.38
3/7/2013,73.32
3/8/2013,73.03
3/11/2013,72.98
3/12/2013,73.6
3/13/2013,73.65
3/14/2013,73.22
3/15/2013,72.5
3/18/2013,72.25
3/19/2013,72.45
3/20/2013,72.99
3/21/2013,73.13
3/22/2013,74.28
3/25/2013,74.85
3/26/2013,74.77
3/27/2013,74.78
3/28/2013,74.83
4/1/2013,75.43
4/2/2013,76.02
4/3/2013,76
4/4/2013,76.2
4/5/2013,76.39
4/8/2013,77.29
4/9/2013,78.12
4/10/2013,77.37
4/11/2013,77.79
4/12/2013,78.56
4/15/2013,78.47
4/16/2013,78.68
4/17/2013,78.51
4/18/2013,77.16
4/19/2013,78.29
4/22/2013,77.97
4/23/2013,79.09
4/24/2013,78.03
4/25/2013,78.65
4/26/2013,79.04
4/29/2013,78.39
4/30/2013,77.72
5/1/2013,78.06
5/2/2013,78.46
5/3/2013,79.25
5/6/2013,78.83
5/7/2013,78.83
5/8/2013,78.25
5/9/2013,78.4
5/10/2013,78.89
5/13/2013,78.5
5/14/2013,78.78
5/15/2013,79.86
5/16/2013,78.5
5/17/2013,77.87
5/20/2013,77.4
5/21/2013,77.39
5/22/2013,77.03
5/23/2013,76.33
5/24/2013,77.31
5/28/2013,77.32
5/29/2013,76.23
5/30/2013,75.63
5/31/2013,74.84
6/3/2013,75.69
6/4/2013,75.94
6/5/2013,75.25
6/6/2013,75.63
6/7/2013,76.33
6/10/2013,75.75
6/11/2013,75.25
6/12/2013,74.84
6/13/2013,75
6/14/2013,74.87
6/17/2013,74.95
6/18/2013,75.73
6/19/2013,74.46
6/20/2013,73.03
6/21/2013,73.51
6/24/2013,74.2
6/25/2013,74.37
6/26/2013,75.01
6/27/2013,75.26
6/28/2013,74.49
7/1/2013,74.59
7/2/2013,74.71
7/3/2013,74.76
7/5/2013,75.21
7/8/2013,76.71
7/9/2013,77.03
7/10/2013,76.77
7/11/2013,77.63
7/12/2013,77.63
7/15/2013,77.03
7/16/2013,77.37
7/17/2013,77.2
7/18/2013,77.34
7/19/2013,78.08
7/22/2013,77.87
7/23/2013,78.55
7/24/2013,78.23
7/25/2013,78.01
7/26/2013,78
7/29/2013,77.99
7/30/2013,77.89
7/31/2013,77.94
8/1/2013,78.22
8/2/2013,78.75
8/5/2013,78.77
8/6/2013,77.87
8/7/2013,77.37
8/8/2013,77.25
8/9/2013,76.9
8/12/2013,77.08
8/13/2013,76.86
8/14/2013,76.4
8/15/2013,74.41
8/16/2013,74.11
8/19/2013,73.58
8/20/2013,73.23
8/21/2013,73.55
8/22/2013,73.46
8/23/2013,73.44
8/26/2013,73.03
8/27/2013,72.86
8/28/2013,72.38
8/29/2013,72.43
8/30/2013,72.98
9/3/2013,72.68
9/4/2013,72.91
9/5/2013,72.67
9/6/2013,72.59
9/9/2013,73.51
9/10/2013,73.96
9/11/2013,74.05
9/12/2013,73.91
9/13/2013,74.36
9/16/2013,74.78
9/17/2013,75.15
9/18/2013,76.42
9/19/2013,76.21
9/20/2013,75.83
9/23/2013,76.42
9/24/2013,75.75
9/25/2013,74.65
9/26/2013,74.62
9/27/2013,74.36
9/30/2013,73.96
10/1/2013,73.59
10/2/2013,73.72
10/3/2013,73.16
10/4/2013,72.8
10/7/2013,71.87
10/8/2013,72.9
10/9/2013,73
10/10/2013,74.79
10/11/2013,74.82
10/14/2013,74.68
10/15/2013,74.37
10/16/2013,75.6
10/17/2013,75.78
10/18/2013,75.71
10/21/2013,75.15
10/22/2013,76.32
10/23/2013,75.9
10/24/2013,76.42
10/25/2013,76.08
10/28/2013,77.14
10/29/2013,77.06
10/30/2013,76.91
10/31/2013,76.75
11/1/2013,77.07
11/4/2013,77.33
11/5/2013,77.42
11/6/2013,78.16
11/7/2013,77.51
11/8/2013,77.96
11/11/2013,79.01
11/12/2013,78.71
11/13/2013,78.9
11/14/2013,79.08
11/15/2013,79.22
11/18/2013,79.22
11/19/2013,79.25
11/20/2013,78.9
11/21/2013,78.86
11/22/2013,79.81
11/25/2013,80.43
11/26/2013,80.68
11/27/2013,80.93
11/29/2013,81.01
12/2/2013,81.11
12/3/2013,81.21
12/4/2013,80.22
12/5/2013,79.44
12/6/2013,79.94
12/9/2013,79.95
12/10/2013,79.08
12/11/2013,79.09
12/12/2013,78.5
12/13/2013,78.08
12/16/2013,77.74
12/17/2013,77.25
12/18/2013,77.94
12/19/2013,77.24
12/20/2013,77.43
12/23/2013,77.87
12/24/2013,78.01
12/26/2013,78.39
12/27/2013,78.47
12/30/2013,78.63
12/31/2013,78.69
1/2/2014,78.91
1/3/2014,78.65
1/6/2014,78.21
1/7/2014,78.45
1/8/2014,77.83
1/9/2014,78.09
1/10/2014,78.04
1/13/2014,77.49
1/14/2014,77.96
1/15/2014,77.66
1/16/2014,76.76
1/17/2014,76.19
1/21/2014,75.84
1/22/2014,75.35
1/23/2014,74.96
1/24/2014,74.42
1/27/2014,74.15
1/28/2014,74.67
1/29/2014,74.1
1/30/2014,74.75
1/31/2014,74.68
2/3/2014,72.66
2/4/2014,72.73
2/5/2014,72.87
2/6/2014,72.82
2/7/2014,73.75
2/10/2014,73.76
2/11/2014,74.8
2/12/2014,74.96
2/13/2014,75.36
2/14/2014,75.79
2/18/2014,75.33
2/19/2014,74.85
2/20/2014,73.52
2/21/2014,73.12
2/24/2014,73.35
2/25/2014,73.35
2/26/2014,74.78
2/27/2014,74.56
2/28/2014,74.7
3/3/2014,74.12
3/4/2014,75.13
3/5/2014,74.8
3/6/2014,74.88
3/7/2014,74.58
3/10/2014,74.43
3/11/2014,74.92
3/12/2014,75.53
3/13/2014,74.93
3/14/2014,74.28
3/17/2014,74.68
3/18/2014,74.77
3/19/2014,74.38
3/20/2014,75.38
3/21/2014,76.1
3/24/2014,76.76
3/25/2014,76.87
3/26/2014,76.23
3/27/2014,76.14
3/28/2014,76.01
3/31/2014,76.43
4/1/2014,76.77
4/2/2014,77.18
4/3/2014,77.46
4/4/2014,77.31
4/7/2014,77.31
4/8/2014,78.18
4/9/2014,77.97
4/10/2014,76.89
4/11/2014,76.5
4/14/2014,77.38
4/15/2014,76.88
4/16/2014,77.22
4/17/2014,77.66
4/21/2014,77.6
4/22/2014,77.56
4/23/2014,78.04
4/24/2014,78.31
4/25/2014,78.62
4/28/2014,79.76
4/29/2014,79.67
4/30/2014,79.71
5/1/2014,79.7
5/2/2014,79.12
5/5/2014,78.62
5/6/2014,78.01
5/7/2014,77.96
5/8/2014,78.69
5/9/2014,79.2
5/12/2014,79.15
5/13/2014,79.14
5/14/2014,78.74
5/15/2014,76.83
5/16/2014,77.01
5/19/2014,76.61
5/20/2014,75.69
5/21/2014,75.66
5/22/2014,75.39
5/23/2014,75.61
5/27/2014,75.59
5/28/2014,75.53
5/29/2014,75.98
5/30/2014,76.77
6/2/2014,76.76
6/3/2014,76.71
6/4/2014,77.13
6/5/2014,77.32
6/6/2014,77.21
6/9/2014,77.01
6/10/2014,76.62
6/11/2014,76.16
6/12/2014,75.73
6/13/2014,75.28
6/16/2014,75.34
6/17/2014,74.99
6/18/2014,75.7
6/19/2014,75.87
6/20/2014,75.68
6/23/2014,75.79
6/24/2014,75.97
6/25/2014,75.62
6/26/2014,74.91
6/27/2014,75.34
6/30/2014,75.07
7/1/2014,75.28
7/2/2014,75.62
7/3/2014,75.75
7/7/2014,76.07
7/8/2014,76.65
7/9/2014,77.21
7/10/2014,77.06
7/11/2014,76.82
7/14/2014,76.55
7/15/2014,76.84
7/16/2014,76.86
7/17/2014,76.61
7/18/2014,77.09
7/21/2014,76.77
7/22/2014,76.64
7/23/2014,76.99
7/24/2014,76.35
7/25/2014,75.97
7/28/2014,75.71
7/29/2014,75.44
7/30/2014,74.78
7/31/2014,73.58
8/1/2014,73.54
8/4/2014,73.54
8/5/2014,73.34
8/6/2014,74.2
8/7/2014,73.95
8/8/2014,74.67
8/11/2014,74.36
8/12/2014,74.22
8/13/2014,74.03
8/14/2014,74.39
8/15/2014,73.9
8/18/2014,74.49
8/19/2014,74.88
8/20/2014,74.96
8/21/2014,75.55
8/22/2014,75.73
8/25/2014,75.69
8/26/2014,75.52
8/27/2014,75.85
8/28/2014,75.9
8/29/2014,75.5
9/2/2014,75.75
9/3/2014,76.01
9/4/2014,76.56
9/5/2014,77.51
9/8/2014,76.53
9/9/2014,76.74
9/10/2014,76.51
9/11/2014,76.1
9/12/2014,75.77
9/15/2014,75.81
9/16/2014,76.32
9/17/2014,76.24
9/18/2014,76.22
9/19/2014,76.84
9/22/2014,76.31
9/23/2014,75.6
9/24/2014,77.08
9/25/2014,76.12
9/26/2014,76.49
9/29/2014,76.08
9/30/2014,76.47
10/1/2014,76.12
10/2/2014,76.23
10/3/2014,77.32
10/6/2014,77.35
10/7/2014,77.3
10/8/2014,78.24
10/9/2014,77.86
10/10/2014,78.29
10/13/2014,77.56
10/14/2014,77.98
10/15/2014,75.2
10/16/2014,73.82
10/17/2014,74.1
10/20/2014,75.14
10/21/2014,76.02
10/22/2014,76.03
10/23/2014,76.25
10/24/2014,76.38
10/27/2014,76.59
10/28/2014,76.35
10/29/2014,76.39
10/30/2014,76.45
10/31/2014,76.27
11/3/2014,76.28
11/4/2014,77.26
11/5/2014,77.7
11/6/2014,77.81
11/7/2014,78.77
11/10/2014,79.44
11/11/2014,79.01
11/12/2014,79.2
11/13/2014,82.94
11/14/2014,82.96
11/17/2014,83.57
11/18/2014,83.79
11/19/2014,84.99
11/20/2014,84.58
11/21/2014,84.65
11/24/2014,85.4
11/25/2014,84.95
11/26/2014,84.98
11/28/2014,87.54
12/1/2014,86.22
12/2/2014,86.4
12/3/2014,84.94
12/4/2014,84.76
12/5/2014,84.12
12/8/2014,84.23
12/9/2014,83.56
12/10/2014,82.98
12/11/2014,83.83
12/12/2014,83.81
12/15/2014,83.94
12/16/2014,82.96
12/17/2014,84.23
12/18/2014,85.94
12/19/2014,85.16
12/22/2014,86.38
12/23/2014,86.66
12/24/2014,86.43
12/26/2014,86.91
12/29/2014,86.64
12/30/2014,86.79
12/31/2014,85.88
1/2/2015,85.9
1/5/2015,85.65
1/6/2015,86.31
1/7/2015,88.6
1/8/2015,90.47
1/9/2015,89.35
1/12/2015,90.02
1/13/2015,89.31
1/14/2015,86.61
1/15/2015,87.38
1/16/2015,86.77
1/20/2015,86.69
1/21/2015,86.64
1/22/2015,88.3
1/23/2015,88.51
1/26/2015,88.63
1/27/2015,87.53
1/28/2015,86.82
1/29/2015,87.72
1/30/2015,84.98
2/2/2015,85.71
2/3/2015,86.19
2/4/2015,86.65
2/5/2015,87.28
2/6/2015,87.33
2/9/2015,85.91
2/10/2015,87.29
2/11/2015,86.34
2/12/2015,85.89
2/13/2015,85.81
2/17/2015,85.96
2/18/2015,86.29
2/19/2015,83.52
2/20/2015,84.3
2/23/2015,84.6
2/24/2015,84.57
2/25/2015,83.57
2/26/2015,83.8
2/27/2015,83.93
3/2/2015,83.96
3/3/2015,83.37
3/4/2015,82.58
3/5/2015,83.57
3/6/2015,82.59
3/9/2015,82.88
3/10/2015,82.07
3/11/2015,80.69
3/12/2015,81.9
3/13/2015,81.9
3/16/2015,83.29
3/17/2015,82.62
3/18/2015,82.53
3/19/2015,81.52
3/20/2015,83.24
3/23/2015,83.31
3/24/2015,83.05
3/25/2015,81.32
3/26/2015,81.89
3/27/2015,81.35
3/30/2015,82.53
3/31/2015,82.25
4/1/2015,80.71
4/2/2015,80.73
4/6/2015,80.99
4/7/2015,80.5
4/8/2015,81.03
4/9/2015,80.84
4/10/2015,80.65
4/13/2015,80.29
4/14/2015,80.15
4/15/2015,79.74
4/16/2015,79.24
4/17/2015,77.88
4/20/2015,78.14
4/21/2015,78.03
4/22/2015,78.43
4/23/2015,79.18
4/24/2015,79.84
4/27/2015,79.37
4/28/2015,79.1
4/29/2015,77.88
4/30/2015,78.05
5/1/2015,78.6
5/4/2015,79.18
5/5/2015,78.13
5/6/2015,77.65
5/7/2015,78.03
5/8/2015,78.53
5/11/2015,78.1
5/12/2015,78.96
5/13/2015,78.16
5/14/2015,78.72
5/15/2015,79.24
5/18/2015,79.92
5/19/2015,76.43
5/20/2015,75.9
5/21/2015,76.11
5/22/2015,75.86
5/26/2015,74.9
5/27/2015,75.19
5/28/2015,74.84
5/29/2015,74.27
6/1/2015,74.73
6/2/2015,74.53
6/3/2015,74.89
6/4/2015,74.15
6/5/2015,73.06
6/8/2015,72.61
6/9/2015,72.47
6/10/2015,72.93
6/11/2015,72.94
6/12/2015,72.43
6/15/2015,71.93
6/16/2015,72.35
6/17/2015,72.73
6/18/2015,72.98
6/19/2015,72.74
6/22/2015,72.79
6/23/2015,72.57
6/24/2015,72.38
6/25/2015,71.86
6/26/2015,72.12
6/29/2015,71.42
6/30/2015,70.93
7/1/2015,71.88
7/2/2015,71.86
7/6/2015,72.53
7/7/2015,73.79
7/8/2015,73.06
7/9/2015,72.78
7/10/2015,73.12
7/13/2015,73.88
7/14/2015,73.79
7/15/2015,73.65
7/16/2015,73.83
7/17/2015,73.39
7/20/2015,73.1
7/21/2015,72.74
7/22/2015,73.16
7/23/2015,72.51
7/24/2015,71.58
7/27/2015,71.38
7/28/2015,72.1
7/29/2015,72.23
7/30/2015,72.16
7/31/2015,71.98
8/3/2015,72.18
8/4/2015,72.25
8/5/2015,73.51
8/6/2015,72.79
8/7/2015,71.25
8/10/2015,71.48
8/11/2015,71.93
8/12/2015,72.58
8/13/2015,72.11
8/14/2015,72.38
8/17/2015,71.91
8/18/2015,69.48
8/19/2015,68.57
8/20/2015,68.43
8/21/2015,66.54
8/24/2015,63.95
8/25/2015,63.1
8/26/2015,64.83
8/27/2015,66.08
8/28/2015,64.94
8/31/2015,64.73
9/1/2015,63.82
9/2/2015,64.44
9/3/2015,64.86
9/4/2015,63.89
9/8/2015,66.38
9/9/2015,65.12
9/10/2015,64.12
9/11/2015,64.65
9/14/2015,64.28
9/15/2015,64.32
9/16/2015,64.69
9/17/2015,64.47
9/18/2015,63.34
9/21/2015,63.72
9/22/2015,63.59
9/23/2015,63.72
9/24/2015,63.83
9/25/2015,63.78
9/28/2015,63.66
9/29/2015,63.78
9/30/2015,64.84
10/1/2015,64.27
10/2/2015,64.98
10/5/2015,65.87
10/6/2015,65.68
10/7/2015,66.36
10/8/2015,66.88
10/9/2015,66.69
10/12/2015,66.93
10/13/2015,66.73
10/14/2015,60.03
10/15/2015,59.33
10/16/2015,58.89
10/19/2015,58.85
10/20/2015,58.75
10/21/2015,58.64
10/22/2015,58.9
10/23/2015,58.3
10/26/2015,58.02
10/27/2015,57.48
10/28/2015,57.64
10/29/2015,57.96
10/30/2015,57.24
11/2/2015,57.61
11/3/2015,58.11
11/4/2015,58.37
11/5/2015,58.61
11/6/2015,58.78
11/9/2015,58.49
11/10/2015,58.68
11/11/2015,57.58
11/12/2015,56.95
11/13/2015,56.42
11/16/2015,57.87
11/17/2015,59.92
11/18/2015,60.93
11/19/2015,60.7
11/20/2015,60.07
11/23/2015,60.26
11/24/2015,59.92
11/25/2015,60.24
11/27/2015,59.89
11/30/2015,58.84
12/1/2015,58.99
12/2/2015,58.35
12/3/2015,59.04
12/4/2015,59.66
12/7/2015,60.5
12/8/2015,59.61
12/9/2015,59.13
12/10/2015,59.56
12/11/2015,59.36
12/14/2015,60.39
12/15/2015,59.64
12/16/2015,60.3
12/17/2015,58.98
12/18/2015,58.85
12/21/2015,59.55
12/22/2015,60.54
12/23/2015,61.09
12/24/2015,60.83
12/28/2015,60.75
12/29/2015,61.61
12/30/2015,61.68
12/31/2015,61.3
1/4/2016,61.46
1/5/2016,62.92
1/6/2016,63.55
1/7/2016,65.03
1/8/2016,63.54
1/11/2016,64.22
1/12/2016,63.62
1/13/2016,61.92
1/14/2016,63.06
1/15/2016,61.93
1/19/2016,62.56
1/20/2016,60.84
1/21/2016,61.88
1/22/2016,62.69
1/25/2016,63.45
1/26/2016,64
1/27/2016,63.95
1/28/2016,64.22
1/29/2016,66.36
2/1/2016,67.5
2/2/2016,66.86
2/3/2016,66.27
2/4/2016,66.42
2/5/2016,67
2/8/2016,66.9
2/9/2016,65.81
2/10/2016,65.79
2/11/2016,65.32
2/12/2016,66.18
2/16/2016,65.9
2/17/2016,66.11
2/18/2016,64.12
2/19/2016,64.66
2/22/2016,65.63
2/23/2016,66.48
2/24/2016,67.12
2/25/2016,68.04
2/26/2016,66.51
2/29/2016,66.34
3/1/2016,66.46
3/2/2016,66.21
3/3/2016,66.14
3/4/2016,66.78
3/7/2016,67.89
3/8/2016,68.04
3/9/2016,67.53
3/10/2016,67.41
3/11/2016,67.17
3/14/2016,67.36
3/15/2016,68.09
3/16/2016,67.99
3/17/2016,67.45
3/18/2016,66.95
3/21/2016,67.97
3/22/2016,67.87
3/23/2016,67.46
3/24/2016,68
3/28/2016,68.12
3/29/2016,68.03
3/30/2016,68.8
3/31/2016,68.49
4/1/2016,69.06
4/4/2016,69.1
4/5/2016,68.64
4/6/2016,69.04
4/7/2016,68.22
4/8/2016,68.06
4/11/2016,67.4
4/12/2016,68.8
4/13/2016,69.15
4/14/2016,68.8
4/15/2016,69.06
4/18/2016,69.86
4/19/2016,69.77
4/20/2016,69.21
4/21/2016,68.47
4/22/2016,68.72
4/25/2016,69.47
4/26/2016,69.3
4/27/2016,69.42
4/28/2016,68.91
4/29/2016,66.87
5/2/2016,67.59
5/3/2016,67
5/4/2016,67.19
5/5/2016,67.21
5/6/2016,68.25
5/9/2016,68.95
5/10/2016,68.79
5/11/2016,66.41
5/12/2016,66.85
5/13/2016,64.94
5/16/2016,66.02
5/17/2016,65.1
5/18/2016,63.15
5/19/2016,69.2
5/20/2016,69.86
5/23/2016,69.5
5/24/2016,70.24
5/25/2016,70.48
5/26/2016,70.85
5/27/2016,70.75
5/31/2016,70.78
6/1/2016,70.5
6/2/2016,70.95
6/3/2016,70.87
6/6/2016,71.05
6/7/2016,71.03
6/8/2016,71.28
6/9/2016,71.09
6/10/2016,71.14
6/13/2016,70.53
6/14/2016,70.95
6/15/2016,71.12
6/16/2016,71.3
6/17/2016,70.95
6/20/2016,71.1
6/21/2016,71.46
6/22/2016,71.75
6/23/2016,72.1
6/24/2016,71.96
6/27/2016,71.5
6/28/2016,71.51
6/29/2016,72.46
6/30/2016,73.02
7/1/2016,72.81
7/5/2016,73.14
7/6/2016,73.82
7/7/2016,73.53
7/8/2016,73.84
7/11/2016,74.06
7/12/2016,73.27
7/13/2016,73.62
7/14/2016,73.7
7/15/2016,73.67
7/18/2016,73.84
7/19/2016,73.66
7/20/2016,73.79
7/21/2016,73.52
7/22/2016,73.55
7/25/2016,73.75
7/26/2016,73.73
7/27/2016,73.32
7/28/2016,73.24
7/29/2016,72.97
8/1/2016,73.78
8/2/2016,73.13
8/3/2016,72.94
8/4/2016,73.3
8/5/2016,73.76
8/8/2016,73.34
8/9/2016,73.54
8/10/2016,73.95
8/11/2016,73.8
8/12/2016,73.89
8/15/2016,73.32
8/16/2016,72.89
8/17/2016,72.93
8/18/2016,74.3
8/19/2016,72.81
8/22/2016,72.7
8/23/2016,71.97
8/24/2016,72.23
8/25/2016,71.22
8/26/2016,71.14
8/29/2016,71.4
8/30/2016,71.31
8/31/2016,71.44
9/1/2016,72.84
9/2/2016,72.5
9/6/2016,73
9/7/2016,72.06
9/8/2016,71.83
9/9/2016,70.3
9/12/2016,71.94
9/13/2016,71.46
9/14/2016,71.52
9/15/2016,72.4
9/16/2016,72.87
9/19/2016,72.09
9/20/2016,71.97
9/21/2016,72.19
9/22/2016,72.27
9/23/2016,72.35
9/26/2016,71.62
9/27/2016,72.33
9/28/2016,71.79
9/29/2016,70.73
9/30/2016,72.12
10/3/2016,72.01
10/4/2016,71.75
